epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.10997,1.30813,2.8437,1.63686,0.35886,0.21057,0.35693,0.19927,1.49621,2.80545,2.08947,0.000470795,0.000470795,0.000470795
2,17.5738,1.27061,2.09193,1.61709,0.43439,0.53928,0.47191,0.23484,1.90226,3.54568,2.29451,0.000944002,0.000944002,0.000944002
3,25.8472,1.33128,1.85194,1.65269,0.37633,0.41688,0.29303,0.1287,1.95955,3.60795,2.32145,0.00141407,0.00141407,0.00141407
4,33.978,1.29383,1.64121,1.61173,0.66256,0.69369,0.69069,0.37292,1.67341,1.9976,2.09516,0.00141485,0.00141485,0.00141485
5,42.0976,1.27269,1.46995,1.58235,0.61881,0.6702,0.65029,0.36141,1.56356,1.90596,2.0376,0.00141014,0.00141014,0.00141014
6,50.1763,1.24293,1.39867,1.55593,0.70681,0.56494,0.6065,0.34401,1.56612,1.61059,1.94686,0.00140542,0.00140542,0.00140542
7,58.2445,1.21576,1.30764,1.54104,0.77876,0.82059,0.8601,0.53929,1.31091,1.09666,1.64103,0.00140071,0.00140071,0.00140071
8,66.2925,1.16711,1.17066,1.48928,0.7504,0.72666,0.78954,0.46933,1.31776,1.33938,1.61713,0.00139599,0.00139599,0.00139599
9,74.3995,1.15739,1.15693,1.46843,0.85475,0.74287,0.8582,0.53287,1.29968,1.12073,1.60813,0.00139127,0.00139127,0.00139127
10,82.4991,1.12235,1.10903,1.46208,0.82874,0.75701,0.83547,0.50761,1.35172,1.1041,1.70408,0.00138656,0.00138656,0.00138656
11,90.6126,1.14443,1.08706,1.46141,0.82283,0.7745,0.84922,0.53519,1.26278,0.98706,1.59669,0.00138184,0.00138184,0.00138184
12,98.7889,1.12739,1.08712,1.45597,0.87089,0.80173,0.8684,0.54336,1.2793,0.9649,1.60226,0.00137713,0.00137713,0.00137713
13,106.82,1.10816,1.04073,1.42987,0.86606,0.84302,0.90235,0.58728,1.20356,0.88945,1.54326,0.00137241,0.00137241,0.00137241
14,114.901,1.13016,1.01145,1.45069,0.90569,0.81778,0.90325,0.58615,1.19196,0.89252,1.47746,0.0013677,0.0013677,0.0013677
15,122.985,1.07216,0.97208,1.41369,0.89237,0.81804,0.89292,0.56416,1.2493,0.93073,1.61461,0.00136298,0.00136298,0.00136298
16,131.016,1.07258,0.95331,1.41399,0.90371,0.8792,0.93252,0.61922,1.12273,0.76613,1.43175,0.00135826,0.00135826,0.00135826
17,139.043,1.04533,0.92328,1.39706,0.90691,0.88872,0.91962,0.5914,1.17646,0.8054,1.48636,0.00135355,0.00135355,0.00135355
18,147.039,1.07217,0.92868,1.40552,0.82777,0.84578,0.89946,0.59346,1.19013,0.87919,1.46809,0.00134883,0.00134883,0.00134883
19,155.048,1.02634,0.89719,1.37708,0.85107,0.85884,0.90297,0.61072,1.13222,0.78613,1.42708,0.00134412,0.00134412,0.00134412
20,163.031,1.04714,0.89455,1.39049,0.86454,0.87814,0.91351,0.59741,1.1629,0.78288,1.46406,0.0013394,0.0013394,0.0013394
21,171.051,1.03112,0.86378,1.37555,0.8875,0.86829,0.9097,0.61622,1.08353,0.71669,1.40925,0.00133469,0.00133469,0.00133469
